CODIGO_PROYECTO,N,SUBDIRECCION,PROGRAMA_CONICYT,INSTRUMENTO,NOMBRE_CONCURSO,AÑO_CONCURSO,AÑO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $),M$_SINFO_NOSOLICITA
ECPI170012,29807,NO APLICA,EXPLORA,CAMPAMENTOS DE EDUCACION EN CIENCIAS,I CONCURSO DE CAMPAMENTOS DE EDUCACION EN CIENCIAS EXPLORA 2018,2018,2017,CAMPAMENTO DE EDUCACION EN CIENCIAS EXPLORA ANTOFAGASTA 2018,MULTIDISCIPLINARIO,OTRAS ESPECIALIDADES DE LA EDUCACION,NO APLICA,12,PERSONA JURIDICA,GLADYS HAYASHIDA SOIZA,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,60000,
EQM180024,31802,CENTROS,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,VII CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2018,2018,"GENERADOR DE NITROGENO LIQUIDO, COMO ACCESORIO PARA EL REGISTRO DE LOS ESPECTROS DE DIFRACCION A 100 KELVIN EN UN MODERNO DIFRACTOMETRO DE MONOCRISTALES CON RADIACION DUAL Y CON DETECTOR CMOS",CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,NO APLICA,18,PERSONA JURIDICA,IVAN BRITO BOBADILLA,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,"66200,46",
EQM180120,31814,CENTROS,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,VII CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2018,2018,ADQUISICION DE UN MICROSCOPIO CONFOCAL ESPECTRAL PARA EL FOMENTO E INCREMENTO DE LA PRODUCTIVIDAD CIENTIFICA EN EL AREA DE LA BIOLOGIA CELULAR EN LA REGION DE TARAPACA,CIENCIAS NATURALES,BIOLOGIA CELULAR,NO APLICA,18,PERSONA JURIDICA,RICARDO TEJOS ULLOA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,"210524,9",
CAS17002,31852,REC,ASTRONOMIA,FONDO CHINA - CHILE - CAS,Concurso CHINA-CHILE en astronomIa cuarta convocatoria,2018,2018,NATURE OR NURTURE?UNDERSTANDING GALAXY EVOLUTION FROM THE INTERPLAY OF GALAXIES WITH THEIR ENVIRONMENT,CIENCIAS NATURALES,,NO APLICA,24,PERSONA NATURAL,MARIA ARGUDO,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,55936,
ID18I10095,31901,INVESTIGACION APLICADA,FONDEF,IDeA - CA,IDeA - CA Bases 2295/2018 Primera Convocatoria,2018,2018,DESARROLLO DE UN HIDROLIZADO PROTEICO EN BASE A MICROALGAS MARINAS PARA EL MEJORAMIENTO DE LOS SUSTRATO EN ZONAS DESERTICAS,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,PERSONA JURIDICA,JAZMIN BAZAES DONOSO,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,191062,
ID18I10127,31906,INVESTIGACION APLICADA,FONDEF,IDeA - CA,IDeA - CA Bases 2295/2018 Primera Convocatoria,2018,2018,DESARROLLO DE UN ALIMENTO EXTRUIDO CON HARINA DE MACROALGAS PARA ESTIMULAR EL CRECIMIENTO DE JUVENILES DE ERIZO ROJO (LOXECHINUS ALBUS) DESTINADOS A LA REPOBLACION EN AMERBS DE LA REGION DE LOS LAGOS Y MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,PERSONA JURIDICA,ANDRES MANSILLA MUÃ‘OZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,NORTE,01. TARAPACA,200000,
ID18I10205,31915,INVESTIGACION APLICADA,FONDEF,IDeA - CA,IDeA - CA Bases 2295/2018 Primera Convocatoria,2018,2018,IMPLEMENTACION DE UN SISTEMA DE SUMINISTRO DE LARVAS COMPETENTES DE CONCHOLEPAS CONCHOLEPAS DESDE HATCHERY PARA EL ASENTAMIENTO Y OBTENCION DE SEMILLAS EN AREAS DE MANEJO.,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,PERSONA JURIDICA,MARIO LODY CORTES,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,194750,
ID18I10292,31934,INVESTIGACION APLICADA,FONDEF,IDeA - CA,IDeA - CA Bases 2295/2018 Primera Convocatoria,2018,2018,ESTABLECIMIENTO DE PLANTEL DE REPRODUCTORES PARA OBTENCION DE OVAS Y LARVAS DE ACHA (MEDIALUNA ANCIETAE) PARA LA DIVERSIFICACION ACUICOLA DE LA ZONA NORTE DEL PAIS,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,PERSONA JURIDICA,GERMAN BUENO GALAZ,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,199600,
11180015,31992,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,MARINE SEDIMENT QUALITY IN ATACAMA (MASEQATA),CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES,CS. DE LA TIERRA,36,PERSONA NATURAL,ESTEFANIA BONNAIL MIGUEL,MUJER,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,87665,
11180044,32001,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"MODALIDADES Y PRACTICAS EVALUATIVAS EMPLEADAS POR LOS DOCENTES DE HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES, EN LOS ESTABLECIMIENTOS PUBLICOS DE ENSEÃ‘ANZA MEDIA CON ALTOS INDICES DE VULNERABILIDAD, EN REGION DE FRONTERA.",CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA EDUCACION,EDUCACION,SIN INFORMACION,PERSONA NATURAL,RAUL BUSTOS GONZALEZ,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,51301,
11180088,32022,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,ENHANCING THE POWER CONVERSION EFFICIENCY OF PI-CONJUGATED POLYMERS/PHOTOACTIVE DYES-BASED ORGANIC SOLAR CELLS BY FORSTER RESONANCE ENERGY TRANSFER,CIENCIAS NATURALES,POLIMEROS,QUIMICA 1,SIN INFORMACION,PERSONA NATURAL,IGNACIO JESSOP RIVERA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,74140,
11180126,32038,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,INTEGRABILITY AND EVOLUTION OF STATIC METRICS AND SELF-SIMILAR LOCALLY ROTATIONALLY SYMMETRIC METRICS IN THE EINSTEIN-Ã†THER THEORY,CIENCIAS NATURALES,MATEMATICAS APLICADAS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,GENLY LEON TORRES,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,101328,
11180320,32091,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,FURTHER DEVELOPMENTS IN ASYMPTOTIC ANALYSIS UNDER GENERALIZED CONVEXITY ASSUMPTIONS WITH APPLICATIONS IN CONTINUOUS OPTIMIZATION AND VARIATIONAL ANALYSIS,CIENCIAS NATURALES,MATEMATICAS APLICADAS,MATEMATICAS,36,PERSONA NATURAL,FELIPE LARA OBREQUE,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,54000,
11180328,32092,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"THE GRINDING-FLOTATION OPTIMIZATION WITH USE OF MULTIPLE MATHEMATICAL TECHNIQUES (NEURAL NETWORK, POPULATION BALANCE, SENSITIVITY ANALYSIS AND CLASSICAL OPTIMIZATION) AND EVALUATION/VALIDATION EXPERIMENTAL IN BASED ON THE CONCEPT OF CASE-BASED REASONING.",INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA 3,36,PERSONA NATURAL,FELIPE SEPULVEDA UNDA,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,100409,
11180329,32093,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,PHENOMENOLOGICAL ASPECTS OF ELECTROOSMOTIC DRAINAGE TECHNIQUE: APPLICATION TO COPPER LEACHING,INGENIERIA Y TECNOLOGIA,MINERIA Y PROCESAMIENTO DE MINERALES,INGENIERIA 3,24,PERSONA NATURAL,MANUEL CANOVAS VIDAL,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,53878,
11180366,32101,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"THE TALES OF A SUPER BUTTERFLY: DISENTANGLING THE GENETIC, MORPHOMETRIC AND PHYSIOLOGICAL HISTORY OF THE MIGRANT BUTTERFLY VANNESA CARYE (LEPIDOPTERA: NYMPHALIDAE), A STARTING POINT AT NORTHERN CHILE.",CIENCIAS NATURALES,ECOLOGIA,BIOLOGIA 1,36,PERSONA NATURAL,HUGO BENITEZ DE LA FUENTE,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,92903,
11180429,32115,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,LA FUNCION POLITICA DEL PATRIMONIO: DINAMICAS DE PATRIMONIALIZACION Y CONFLICTOS DE PROXIMIDAD EN CHILE.,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, INTERDISCIPLINARIA",ARTES Y ARQUITECTURA,SIN INFORMACION,PERSONA NATURAL,MAURICIO LORCA VELOSO,HOMBRE,UNIVERSIDAD BERNARDO O'HIGGINS,NORTE,03. ATACAMA,71148,
11180466,32125,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,MICROPLASTICS AND THEIR ROLE AS A CARRIER OF HYDROPHOBIC ORGANIC CONTAMINANTS: TOXICITY STUDY ON ZEBRAFISH,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE CIENCIAS DE LA TIERRA,BIOLOGIA 1,36,PERSONA NATURAL,GABRIELA AGUIRRE MARTINEZ,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,91680,
11180474,32127,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"INCOMPATIBLE MEASUREMENTS, MULTIPARTITE ENTANGLEMENT AND STRENGTH OF QUANTUM NON-LOCAL CORRELATIONS",CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA FISICA,FISICA TEORICA Y EXP,36,PERSONA NATURAL,DARDO GOYENECHE,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,85491,
11180503,32134,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,INVESTIGATION ON THE PREVALENCE AND BLOOD PRESSURE RESPONSE IN MINERS EXPOSED TO CHRONIC INTERMITTENT HYPOXIA IN CHILE,CIENCIAS MEDICAS Y DE LA SALUD,SISTEMA CARDIOVASCULAR Y CARDIACO,MEDICINA G2-G3,SIN INFORMACION,PERSONA NATURAL,MORIN LANG TAPIA,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,68987,
11180569,32156,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,CIUDAD LOS ARENALES COMO PROYECTO COMPLEJO: HACIA UNA TEORIA SUSTANTIVA DEL URBANISMO INFORMAL,HUMANIDADES,DISE? ARQUITECTONICO,ARTES Y ARQUITECTURA,SIN INFORMACION,PERSONA NATURAL,JOSE VERGARA PERUCICH,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,77525,
11180673,32184,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"ESTUDIO HISTORICO DE LA ARQUITECTURA HOSPITALARIA Y EQUIPAMIENTOS DE LA SALUD EN CIUDADES PUERTO DEL NORTE DE CHILE: ARICA, IQUIQUE Y ANTOFAGASTA, 1880-1967",HUMANIDADES,DISE? ARQUITECTONICO,ARTES Y ARQUITECTURA,SIN INFORMACION,PERSONA NATURAL,CLAUDIO GALENO IBACETA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,45612,
11180794,32213,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,Effect of an iron excess on the control of type 2 diabetes mellitus in an adult diabetic population of chile: a prospective cohort study,CIENCIAS MEDICAS Y DE LA SALUD,G2 ENFERMEDADES DE LA NUTRICION Y ENDOCR,MEDICINA G2-G3,SIN INFORMACION,PERSONA NATURAL,JosE FernAndez Cao,HOMBRE,UNIV.DE ATACAMA,NORTE,03. ATACAMA,107709,
11180894,32237,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,COVARIANT BOUNDARY TERMS AND CONSERVATION LAWS IN MODIFIED GRAVITY,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA FISICA,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,NELSON MERINO MONCADA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,102866,
11180932,32249,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"CHUQUICAMATA, CANTON EL TOCO Y TOCOPILLA BAJO LA IMPRONTA DE LOS GUGGENHEIM: SISTEMAS TECNICOS, SOCIEDAD, CONFLICTOS Y MEDIOAMBIENTE EN EL DESIERTO DE ATACAMA (1915-2015)",HUMANIDADES,HISTORIA DE CHILE,HISTORIA,36,PERSONA NATURAL,DAMIR GALAZ-MANDAKOVIC FERNANDEZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,74282,
11181056,32287,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,PRICING CUSTOMER OPT-OUT OPTION IN THE VEHICLE ROUTING PROBLEM: AN APPLICATION TO THE SCHOOL BUS ROUTING PROBLEM,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS,INGENIERIA 2,24,PERSONA NATURAL,HERNAN CACERES VENEGAS,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,31248,
11181150,32313,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT de IniciaciOn 2018,2018,2018,"LA FE AUSTRAL: MIGRACION, MOVILIDAD FRONTERIZA Y TRANSFRONTERIZA DE LAS COMUNIDADES PENTECOSTALES DE ORIGEN CHILENO EN LA PATAGONIA ARGENTINA Y LA ZONA AUSTRAL CHILENA (1990-2018).",HUMANIDADES,OTRAS ESPECIALIDADES DE LA ANTROPOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,LUIS ORELLANA URTUBIA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,98786,
7818I20001,32362,REC,PAI,INSERCION SECTOR PRODUCTIVO,"InserciOn de Capital Humano Avanzado en el Sector Productivo 2018 2da Convocatoria, Modalidad InserciOn en InvestigaciOn",2018,2018,DESARROLLO DE UN PROCEDIMIENTO INTEGRAL PARA EL DIAGNOSTICO DE PUENTES DE HORMIGON ARMADO CON TECNICAS NO-DESTRUCTIVAS,INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,NO APLICA,24,PERSONA JURIDICA,SIN INFORMACION,HOMBRE,BDL SOLUCIONES ESTRUCTURALES SPA,NORTE,01. TARAPACA,54700,
7818I20008,32366,REC,PAI,INSERCION SECTOR PRODUCTIVO,"InserciOn de Capital Humano Avanzado en el Sector Productivo 2018 2da Convocatoria, Modalidad InserciOn en InvestigaciOn",2018,2018,DISEÃ‘O E IMPLEMENTACION DE INSTRUMENTO PARA LA MEDICION DE IMPACTOS SOCIOCULTURALES Y ECONOMICOS DEL TURISMO INDIGENA EN CHILE.,HUMANIDADES,OTRAS ESPECIALIDADES DE LA ANTROPOLOGIA,NO APLICA,24,PERSONA JURIDICA,SEBASTIAN GATICA MONTERO,HOMBRE,THE GLOBAL COMMUNITY BASED TOURISM NETWORK SPA,NORTE,01. TARAPACA,57140,
7818V20001,32370,REC,PAI,INSERCION SECTOR PRODUCTIVO,"InserciOn de Capital Humano Avanzado en el Sector Productivo 2018 2da Convocatoria, Modalidad VinculaciOn Previa",2018,2018,"CREACION DE UN AREA DE EVALUACION Y DIAGNOSTICO DE TUBERIAS DE TRANSPORTE DE FLUIDOS CON SISTEMAS DE CONTROL NUCLEONICO (NEUTRONES, TOMOGRAFIA GAMA Y OTRAS), TRAZADORES RADIACTIVOS Y TECNICAS CONVENCIONALES CON PROPOSITOS DE MANTENCION PREVENTIVA",CIENCIAS NATURALES,INGENIERIA QUIMICA,NO APLICA,24,PERSONA JURIDICA,FRANCISCO DIAZ VARGAS,HOMBRE,TRAZADO NUCLEAR E INGENIERIA LTDA,NORTE,02. ANTOFAGASTA,7440,
MEC80180007,32383,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,GEOMETRIA DESDE VARIAS PERSPECTIVAS,HUMANIDADES,HUMANIDADES,NO APLICA,18,PERSONA JURIDICA,ELIZABETH GASPARIM,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,20300,
MEC80180018,32386,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,FORTALECIMIENTO DE LA INVESTIGACION Y LA DOCENCIA DEL DOCTORADO EN CIENCIAS MENCION GEOLOGIA EN EL AREA DE GEOMICROBIOLOGIA DE LA UNIVERSIDAD CATOLICA DEL NORTE,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,18,PERSONA JURIDICA,BARBARA FUENTES SIEGMUND,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,10600,
MEC80180034,32394,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,INFLUENCIA DE LAS TECNOLOGIAS DE INFORMACION EN RELACION CIUDADANO-GOBIERNO: ESTUDIO A TRAVES DE METODOS CUANTITATIVOS AVANZADOS.,MULTIDISCIPLINARIO,,NO APLICA,18,PERSONA JURIDICA,PATRICIO RAMIREZ CORREA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,10600,
MEC80180063,32406,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,ECOLOGIA QUIMICA Y BIOACTIVIDAD DE MACROALGAS DEL NORTE DE CHILE,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,18,PERSONA JURIDICA,FADIA TALA,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,9100,
MEC80180072,32410,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,ECOLOGIA DE INVASION EN AMBIENTES MARINOS,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,18,PERSONA JURIDICA,MARTIN THIEL,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,11900,
MEC80180111,32427,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC Bases 3374/2018,2018,2018,MODELOS DE METABOLISMOS QUE PERMITEN MANTENER POBLACIONES MICROBIANAS ACTIVAS ASOCIADAS A FACIES SALINAS DE OCURRENCIA UNICA EN EL DESIERTO DE ATACAMA Y EL ALTIPLANO CHILENO.,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,18,PERSONA JURIDICA,CECILIA DEMERGASSO,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,10600,
3180071,32506,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,ORBITAL OBLIQUITY MEASUREMENTS OF K & M DWARF PLANETARY SYSTEMS VIA STAR-SPOT TRACKING,CIENCIAS NATURALES,"ASTRONOMIA, COSMOLOGIA Y PARTICULAS","ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,JEREMY TREGLOAN-REED,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,81624,
3180173,32554,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,ITINERARIOS TERAPEUTICOS TRANSFRONTERIZOS: PLURALISMO MEDICO Y MIGRACION FRONTERIZA INDIGENA Y NO INDIGENA EN LA REGION HISTORICA DE TARAPACA.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,CARLOS DANIEL PIÃ‘ONES RIVERA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,78586,
3180199,32570,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,METAL-ORGANIC FRAMEWORKS COMO MATERIALES DE ELECTRODO PARA BATERIAS RECARGABLES DE ION-LI,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,36,PERSONA NATURAL,LINDLEY ANDRES MAXWELL VILLACORTA,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,78624,
3180276,32596,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,TOWARDS A CONTINUOUSLY TUNABLE IN A WIDE SPECTRAL RANGE THZ PHOTODETECTOR BASED ON THE DELTA DOPED QUANTUM WELLS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,ANTON TIUTIUNNYK,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,78624,
3180317,32615,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,"AGRO-PASTORAL PRACTICES IN THE ATACAMA DESERT: CHANGE, INTENSIFICATION AND THEIR IMPACT ON HUMAN DIET",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,FRANCISCA ANDREA SANTANA SAGREDO,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,78624,
3180333,32625,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,"ETNIFICACION, ETNOGENESIS, COMUNALIZACION Y PROCESOS FRONTERIZOS EN LAS FIESTAS TRADICIONALES AYMARA DE LA REGION DE TARAPACA",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,PABLO MARDONES CHARLONE,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,81624,
3180519,32698,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,PROPIEDADES MAGNETICAS DE NANOESTRUCTURAS CILINDRICAS COMPLEJAS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,DIEGO FELIPE SALAZAR ARAVENA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,78624,
3180593,32725,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,2018,2018,"ESPACIOS SOCIALES, ESPACIOS CORPORALES: ESTUDIO COMPARATIVO DE LA TEXTILIZACION DE LOS CUERPOS CHINCHORRO (COSTA DEL DESIERTO DE ATACAMA)",CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,36,PERSONA NATURAL,INDIRA MONTT SCHROEDER,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,79512,
