CODIGO_PROYECTO,N,SUBDIRECCION,PROGRAMA_CONICYT,INSTRUMENTO,NOMBRE_CONCURSO,AÑO_CONCURSO,AÑO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $),M$_SINFO_NOSOLICITA
1190577,34957,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,ROLE OF THE TRANSCRIPTION FACTOR NRF2 IN THE RESISTANCE OF MCF-7 BREAST CANCER CELLS TO SELECTED ANTITUMOR DRUGS.,CIENCIAS NATURALES,BIOLOGIA 3,BIOLOGIA 3,"43,1",PERSONA NATURAL,PEDRO BUC CALDERON,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,192412,
1190721,35000,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"""EFFECT OF THE POLYETHYLENE GLYCOL-COATED ON THE MULTIFERROIC PROPERTIES OF PEROVSKITE-LIKE COMPOUNDS""",CIENCIAS NATURALES,QUIMICA 1,QUIMICA 1,"43,1",PERSONA NATURAL,SANDRA FUENTES VILLALOBOS,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,165412,
1190822,35031,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"ADOLESCENCIA Y SEXUALIDAD. CONSTRUCCION SOCIOCULTURAL DE LA HOMOSEXUALIDAD Y EL HOMOEROTISMO EN ADOLESCENTES VARONES, AYMARA Y NO AYMARAS DEL NORTE DE CHILE.",CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,"43,1",PERSONA NATURAL,ANA CARRASCO GUTIERREZ,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,94623,
1191162,35125,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,DO MINING TAX WINDFALLS CROWD-OUT OTHER LOCAL REVENUES? EVIDENCE FROM CHILE,CIENCIAS SOCIALES,CS. ECONOM/ADMI,CS. ECONOM/ADMI,"43,1",PERSONA NATURAL,DUSAN PAREDES ARAYA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,80160,
1191317,35165,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,EL ROL DE LA DIVERSIDAD CULTURAL EN LA FORMACION DE PROFESORES EN LAS INSTITUCIONES DE EDUCACION SUPERIOR DEL NORTE GRANDE DE CHILE,CIENCIAS SOCIALES,EDUCACION,EDUCACION,"43,1",PERSONA NATURAL,CARLOS MONDACA ROJAS,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,83360,
1191347,35174,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,DEVELOPMENT OF NEW HIGH PERFORMANCE NANOSTRUCTURED MATERIALS FOR LITHIUM ION BATTERIES DOPED WITH ELEMENTS OBTAINED FROM WASTE MATERIALS FROM THE SALAR DE ATACAMA AND OTHER INDUSTRIAL MINERALS,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,"43,1",PERSONA NATURAL,MARIO GRAGEDA ZEGARRA,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,191762,
1191452,35197,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,USING STABLE ISOTOPE VALUES OF PRE-HISTORICAL (SHELL MIDDEN) AND CONTEMPORARY MARINE CONSUMERS TO CHARACTERISE CHANGE AND THE RELATIVE ROLE OF NATURAL AND ANTHROPOGENIC DISTURBANCE IN COASTAL FOOD WEBS OVER 13 000 YEARS,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,"43,1",PERSONA NATURAL,CHRISTOPHER HARROD,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,248680,
1191477,35202,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,AUTOPOIESIS Y ENERGIA LIBRE: UN VIAJE HACIA LAS RAICES BIOLOGICAS Y TERMODINAMICAS DE LA COGNICION,HUMANIDADES,FILOSOFIA,FILOSOFIA,"43,1",PERSONA NATURAL,MARIO VILLALOBOS KIRMAYR,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,73844,
1191729,35262,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,DELIMITACION DE REGIMENES DE RESPONSABILIDAD CIVIL. ELEMENTOS Y FACTORES A CONSIDERAR PARA UNA PARCIAL UNIFICACION,CIENCIAS SOCIALES,CS. JURIDICAS Y POL.,CS. JURIDICAS Y POL.,"43,1",PERSONA NATURAL,CRISTIAN AEDO BARRENA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,67080,
1191817,35281,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"POR LOS SENDEROS DEL INDIO. REDES VIALES, ECONOMIAS E INTERACCIONES SOCIOCULTURALES HISPANO-INDIGENAS DE ARICA Y TACNA (SIGLOS XVI-XVIII)",CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,"43,1",PERSONA NATURAL,CARLOS CHOQUE MARIÃ‘O,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,126460,
1191869,35289,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"RITOS ANDINOS, MUSICALIZACION Y TEATRALIDADES. EL DRAMA DE LA CHILENIZACION EN LAS COMUNIDADES AYMARAS DEL NORTE DE CHILE.",HUMANIDADES,ARTES Y ARQUITECTURA,ARTES Y ARQUITECTURA,"43,1",PERSONA NATURAL,LUIS GALDAMES ROSAS,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,65720,
1191920,35299,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,ALIADOS EN CONFLICTO: PERU Y BOLIVIA EN LOS ALBORES DE LA GUERRA DEL PACIFICO (1847-1879),HUMANIDADES,HISTORIA,HISTORIA,"43,1",PERSONA NATURAL,CARLOS DONOSO ROJAS,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,74899,
PAI77190056,35325,REC,PAI,SUBVENCION A LA INSTALACION EN LA ACADEMIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA AÃ‘O 2019,2019,2019,IMPLEMENTACION DE UN LABORATORIO DE INVESTIGACION BASICA Y APLICADA EN MATERIALES Y MINERALES (LIBAM),CIENCIAS NATURALES,,NO APLICA,36,PERSONA JURIDICA,MAURICIO JAVIER MOREL ESCOBAR,HOMBRE,U DE ATACAMA,NORTE,03. ATACAMA,181998,
T7819110004,35347,REC,PAI,TESIS,CONCURSO NACIONAL TESIS DE DOCTORADO EN EL SECTOR PRODUCTIVO CONVOCATORIA 2019,2019,2019,PRONOSTICO DE CORTO PLAZO DE ZONAS DE PESCA DE ANCHOVETA (ENGRAULIS RINGENS) EN EL NORTE DE CHILE.,CIENCIAS NATURALES,,NO APLICA,24,PERSONA JURIDICA,ELIER ARMAS LORENZO,HOMBRE,UNIVERSIDAD DE CONCEPCION,NORTE,01. TARAPACA,35370,
T7819120006,35353,REC,PAI,TESIS,"Tesis de Doctorado en el Sector Productivo 2019, Modalidad 1 Tesis de Doctorado 2da Convocatoria",2019,2019,"Efecto de la suplementaciOn con taurina en dietas de Seriola lalandi, en condiciones subOptimas de temperatura de cultivo",MULTIDISCIPLINARIO,MULTIDIMENSIONAL,NO APLICA,24,PERSONA JURIDICA,Roberto Edmundo Avila Palape,HOMBRE,Universidad de Chile,NORTE,15. ARICA Y PARINACOTA,24846,
C104F-970004,35374,REC,ASTRONOMIA,TIEMPO DE OBSERVACION APEX-B,Tiempo de Telescopio APEX 2019-B,2019,2019,REVEALING THE ONGOING FORMATION OF COUNTER ROTATING DISC IN NGC1366,CIENCIAS NATURALES,,NO APLICA,6,PERSONA NATURAL,LORENZO MORELLI,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,,SIN INFORMACION
VIU19P0002,35426,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 1,NOVENO CONCURSO VIU - ETAPA 1,2019,2019,TELEDETECCION TEMPRANA HIDROQUIMICA DE CUERPOS DE AGUA SUPERFICIAL PARA LA CARACTERIZACION DE LOS RECURSOS HIDRICOS AGRICOLAS EN ZONAS ARIDAS.,CIENCIAS NATURALES,ENERGIA Y AGUAS,NO APLICA,3,PERSONA JURIDICA,BRUNO SEPULVEDA MANRIQUE,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,2000,
VIU19P0003,35427,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 1,NOVENO CONCURSO VIU - ETAPA 1,2019,2019,"ENJUAGUE BUCAL ELABORADO EN BASE A RESINA EXTRAIDA DEL ARBOL SCHINUS MOLLE, PARA DISMINUIR EL EFECTO DE AGENTES BACTERIANOS DENTALES.",CIENCIAS MEDICAS Y DE LA SALUD,SALUD,NO APLICA,3,PERSONA JURIDICA,DANIELA MEDINA MENDEZ,MUJER,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,2000,
VIU19P0170,35486,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 1,NOVENO CONCURSO VIU - ETAPA 1,2019,2019,"IMPLEMENTACION DE UN INNOVADOR PROCESO DE LIXIVIACION BIOLOGICA, QUE PERMITE MEJORAR CONSIDERABLEMENTE LA RECUPERACION DE COBRE, DESDE MINERAL SULFURADO EN LAS MINERAS DE LA REGION DE ANTOFAGASTA.",INGENIERIA Y TECNOLOGIA,MINERIA,NO APLICA,3,PERSONA JURIDICA,NADAC REALES DEL CANTO,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,2000,
viu18e0021,35500,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 2 Bases 4091/2018 Octava Convocatoria RenovaciOn 2019,OCTAVO CONCURSO VIU - ETAPA 2,2019,2019,OPTIMIZACION Y VALIDACION COMERCIAL DE UN PRODUCTO ALIMENTICIO FUNCIONAL PROVENIENTE DE LA APLICACION DE PROCESOS BIOTECNOLOGICOS ACUICOLAS Y DE LA AGROINDUSTRIA.,CIENCIAS AGRICOLAS,ALIMENTOS FUNCIONALES,NO APLICA,12,PERSONA JURIDICA,AYLIN SANTELICES CORTES,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,24000,
viu18e0097,35520,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 2 Bases 4091/2018 Octava Convocatoria RenovaciOn 2019,OCTAVO CONCURSO VIU - ETAPA 2,2019,2019,DIVERSIFICACION PRODUCTIVA DEL OREGANO DE LA PRECORDILLERA DE LA COMUNA DE PUTRE: UTILIZACION DEL OREGANO PARA EL DESARROLLO DE PROTOTIPOS DE ACEITES COMESTIBLES SABORIZADOS,CIENCIAS AGRICOLAS,ALIMENTOS FUNCIONALES,NO APLICA,12,PERSONA JURIDICA,DANIEL BURTON VILLALOBOS,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,01. TARAPACA,24000,
viu18e0145,35530,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 2 Bases 4091/2018 Octava Convocatoria RenovaciOn 2019,OCTAVO CONCURSO VIU - ETAPA 2,2019,2019,"PRODUCCION DE BIOMASA Y PIGMENTOS ANTIOXIDANTES DE MICROORGANISMOS
 HALOFILOS EXTREMOS COMO ADITIVO ALIMENTARIO.",CIENCIAS AGRICOLAS,ALIMENTOS FUNCIONALES,NO APLICA,12,PERSONA JURIDICA,DANIEL ANDRADE HIDALGO,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,24000,
EQY200021,35538,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mayor,I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR,2019,2020,"PLATFORM FOR STANDARDIZATION, CHARACTERIZATION AND CALIBRATION OF ENVIRONMENTAL AIR AND WATER DIAGNOSES",CIENCIAS NATURALES,,NO APLICA,60,PERSONA JURIDICA,CAMILO RODRIGUEZ BELTRAN,HOMBRE,UNIVERSIDAD DEL DESARROLLO,NORTE,01. TARAPACA,"601431,695",
EQY200033,35540,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mayor,I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR,2019,2020,SISTEMA INTEGRADO DE OBSERVACION DEL OCEANO PROFUNDO PARA LA INVESTIGACION EN GEOCIENCIAS (INTEGRATED DEEP-OCEAN OBSERVING SYSTEM FOR GEOSCIENCE RESEARCH: IDOOS),CIENCIAS NATURALES,,NO APLICA,60,PERSONA JURIDICA,MARCOS MORENO SWITT,HOMBRE,INSTITUTO MILENIO DE OCEANOGRAFIA,NORTE,02. ANTOFAGASTA,"933459,445",
EQM200125,35550,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mediano,IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2019,2020,"INVESTIGACION CIENTIFICA ESPECIALIZADA EN LA DETERMINACION Y ESPECIACION DE METALES Y METALOIDES EN DIVERSAS MATRICES, MEDIANTE UN SISTEMA DE ESPECIACION ACOPLADO A UN ESPECTROMETRO DE MASAS (ICP-MS) PARA FORTALECER LA INVESTIGACION COLABORATIVA EN LA UCN",CIENCIAS NATURALES,QUIMICA ANALITICA,NO APLICA,42,PERSONA JURIDICA,LUIS ROJAS ARAYA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,"371943,483",
FP200005,35690,REC,INFORMACION CIENTIFICA,FPRC,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS 2020,2019,2020,DESARROLLO E IMPLEMENTACION DE UN SISTEMA DE GESTION CENTRALIZADO PARA AUMENTAR LA VISIBILIDAD E IMPACTO DE LAS REVISTAS DE CIENCIAS APLICADAS DE LA UNIVERSIDAD DE TARAPACA,SIN INFORMACION,,NO APLICA,24,PERSONA JURIDICA,PILAR MAZUELA AGUILA,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,"45665,776",
ID20I10056,35704,INVESTIGACION APLICADA,FONDEF,IDeA - I+D,CONCURSO IDEA I+D 2020,2019,2020,"DESARROLLO DE UN PROTOTIPO MEJORADO DE LA PRUEBA INMUNOCROMATOGRAFICA RAPIDA (LOXO-TEST) PARA LA DETECCION TEMPRANA DEL LOXOSCELISMO PRESENTE EN CHILE, ARGENTINA, BRASIL Y PERU.",CIENCIAS MEDICAS Y DE LA SALUD,,NO APLICA,24,PERSONA JURIDICA,JORGE ARAYA ROJAS,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,199094,
ID20I10085,35713,INVESTIGACION APLICADA,FONDEF,IDeA - I+D,CONCURSO IDEA I+D 2020,2020,2020,DESARROLLO DE UN PRODUCTO MITIGADOR DE FLORACIONES ALGALES NOCIVAS (FANS) A BASE DE SOBRENADANTES ALGUICIDAS DE DIATOMEAS Y BACTERIAS NATIVAS,MULTIDISCIPLINARIO,,NO APLICA,24,PERSONA JURIDICA,CARLOS RIQUELME SALAMANCA,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,200000,
ID20I10238,35741,INVESTIGACION APLICADA,FONDEF,IDeA - I+D,CONCURSO IDEA I+D 2020,2020,2020,"CULTIVO MULTITROFICO INTEGRADO DE OSTION DEL NORTE (ARGOPECTEN PURPURATUS) Y CHICOREA DE MAR (CHONDRACANTHUS CHAMISSOI), COMO HERRAMIENTA PARA EL DESARROLLO DE UNA ACUICULTURA SUSTENTABLE QUE FORTALEZCA LA ADAPTACION AL CAMBIO CLIMATICO",MULTIDISCIPLINARIO,,NO APLICA,24,PERSONA JURIDICA,JUAN MACCHIAVELLO ARMENGOL,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,197988,
ID20I10242,35742,INVESTIGACION APLICADA,FONDEF,IDeA - I+D,CONCURSO IDEA I+D 2020,2020,2020,PLANTEL DE REPRODUCTORES DE MULATA (GRAUS NIGRA) PARA LA OBTENCION DE HUEVOS Y LARVAS COMO BASE PARA NUEVOS EMPRENDIMIENTOS ACUICOLAS EN LA ZONA NORTE DEL PAIS.,CIENCIAS NATURALES,,NO APLICA,24,PERSONA JURIDICA,GERMAN BUENO GALAZ,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,199897,
11200025,35811,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,GRAVITATIONAL INSTANTONS BEYOND GENERAL RELATIVITY,CIENCIAS NATURALES,CIENCIAS FISICAS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,CRISTOBAL CORRAL BADIOLA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,60240,
11200048,35819,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,LA DISOLUCION POR CAUSA GRAVE DE SOCIEDADES DE CAPITAL CERRADAS: REGIMEN ESPECIAL DE UN REMEDIO AL CONFLICTO SOCIETARIO,CIENCIAS SOCIALES,DERECHO,CS. JURIDICAS Y POL.,36,PERSONA NATURAL,PABLO MANTEROLA DOMINGUEZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,39660,
11200093,35835,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,DEVELOPMENT OF NEW EXTREME BIOPRODUCTS FOR ARICA AND PARINACOTA REGION,CIENCIAS AGRICOLAS,BIOTECNOLOGIA AGRICOLA,AGRONOMIA,36,PERSONA NATURAL,PATRICIO MUÃ‘OZ TORRES,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,100818,
11200160,35852,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"LA COSTUMBRE INDIGENA EN LA JUDICIALIZACION DE LOS CONFLICTOS DE LA POBLACION AYMARA EN EL NORTE DE CHILE, SU APLICACION DESDE UNA PERSPECTIVA TELEOLOGICA EN EL SISTEMA JURIDICO NACIONAL.",CIENCIAS SOCIALES,DERECHO,CS. JURIDICAS Y POL.,36,PERSONA NATURAL,ALVARO ESPINOZA COLLAO,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,36696,
11200208,35864,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,OPTIMAL CONTROL PROBLEMS RELATED TO CHEMO-REPULSION SYSTEMS,CIENCIAS NATURALES,MATEMATICAS,MATEMATICAS,36,PERSONA NATURAL,EXEQUIEL MALLEA ZEPEDA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,45840,
11200212,35867,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,OCUPACION DE LOS HUMEDALES ALTOANDINOS POR LOS CAZADORES-RECOLECTORES DEL PERIODO ARCAICO DEL EXTREMO NORTE DE CHILE.,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y DEL MEDIO AMBIENTE,ANTROP. Y ARQUE,36,PERSONA NATURAL,SITZIA LUCA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,95534,
11200244,35874,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,ABRIR Y CERRAR FRONTERAS: ANALISIS DE LA SECURITIZACION EN LA REGION DE TARAPACA (2010-2020) Y SU IMPACTO EN LA CONSTRUCCION DE LA IRREGULARIDAD MIGRATORIA.,CIENCIAS SOCIALES,SOCIOLOGIA,SOCIOLOGIA CS I,36,PERSONA NATURAL,ROMINA RAMOS RODRIGUEZ,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,64650,
11200286,35887,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"PERTINENCIA CULTURAL EN VIVIENDAS INDIGENAS URBANAS. EL PROCESO DE CRECIMIENTO POR AUTOCONSTRUCCION DE VIVIENDAS SOCIALES PROGRESIVAS EN FAMILIAS AYMARAS EN LA CIUDAD DE ARICA, ENTRE 1990 Y 2020.",HUMANIDADES,OTRAS HUMANIDADES,ARTES Y ARQUITECTURA,36,PERSONA NATURAL,DIEGO GONZALEZ CARRASCO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,NORTE,02. ANTOFAGASTA,78708,
11200558,35963,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,POSTSEISMIC RELAXATION AND RELOCKING IN AND AROUND THE 2014 PISAGUA AND 2015 ILLAPEL CHILEAN SUBDUCTION EARTHQUAKES,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y DEL MEDIO AMBIENTE,CS. DE LA TIERRA,36,PERSONA NATURAL,MAHESH SHRIVASTAVA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,47736,
11200564,35966,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"METAL NANOPARTICLES SUPPORTED ON CARBON NANOSTRUCTURES FOR ENERGY
 
 STORAGE APPLICATIONS",INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES,INGENIERIA 1,36,PERSONA NATURAL,FERNANDO GUZMAN OLIVOS,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,99960,
11200618,35984,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"SEISMIC HAZARD IN NORTHERN CHILE FROM
 
 EARTHQUAKE CATALOG VERSUS GNSS STRAIN RATE",INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,INGENIERIA 1,36,PERSONA NATURAL,RANJIT DAS,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,53773,
11200694,36001,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,INSUFICIENCIAS DOGMATICAS A NIVEL PENAL Y LABORAL A PROPOSITO DEL TRABAJO DE MIGRANTES EN CHILE. ANALISIS DEL ARTICULO 411 QUATER DEL CODIGO PENAL Y UNA PROPUESTA DE LEGE FERENDA,CIENCIAS SOCIALES,DERECHO,CS. JURIDICAS Y POL.,36,PERSONA NATURAL,JUAN CASTILLO MORALES,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,28392,
11200742,36014,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"CHERN-SIMONS GRAVITY, EXTENDED SYMMETRIES AND THE HOLOGRAPHIC PRINCIPLE",CIENCIAS NATURALES,CIENCIAS FISICAS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,OMAR VALDIVIA GUTIERREZ,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,62400,
11200852,36038,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,EFFECT OF DIFFERENT CITRUS ROOTSTOCKS ON THE PHYSIOLOGICAL PARAMETERS AND DEFENSES OF THE MANDARIN â€˜W. MURCOTTâ€™ (CITRUS RETICULATA L.) -SCION INFESTED WITH PANONYCHUS CITRI (ACARI: TETRANYCHIDAE).,CIENCIAS AGRICOLAS,"AGRICULTURA, SILVICULTURA, PESCA",AGRONOMIA,36,PERSONA NATURAL,TOMMY RIOJA SOTO,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,92160,
11201128,36117,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,SIGNIFICADOS SOBRE LA VIOLENCIA DE GENERO EN LA PAREJA: ESTUDIO CON ORGANIZACIONES AYMARAS DE LA REGION DE TARAPACA,CIENCIAS SOCIALES,SOCIOLOGIA,SOCIOLOGIA CS I,36,PERSONA NATURAL,NANCY ALVAREZ DIAZ,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,53220,
11201161,36126,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,THE VVV OPEN CLUSTER PROJECT,CIENCIAS NATURALES,CIENCIAS FISICAS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,KARLA PEÃ‘A RAMIREZ,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,68116,
11201240,36144,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,NU PHYSICS,CIENCIAS NATURALES,CIENCIAS FISICAS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,CESAR BONILLA DIAZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,66058,
2019/13204-0,36174,REC,PCI,INVESTIGACION CONJUNTA - FAPESP,INVESTIGACION CONJUNTA - FAPESP 2019,2020,2020,"LEFSCHETZ FIBRATIONS, LIE GROUPOIDS AND NONCOMMUTATIVE GEOMETRYÂ",CIENCIAS NATURALES,CIENCIAS EXACTAS,NO APLICA,SIN INFORMACION,PERSONA JURIDICA,ELIZABETH TEREZINHA GASPARIM,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,20000,
