CODIGO_PROYECTO,N,SUBDIRECCION,PROGRAMA_CONICYT,INSTRUMENTO,NOMBRE_CONCURSO,AÑO_CONCURSO,AÑO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $),M$_SINFO_NOSOLICITA
2019/13349-8,36182,REC,PCI,INVESTIGACION CONJUNTA - FAPESP,INVESTIGACION CONJUNTA - FAPESP 2019,2020,2020,TECTONO-STRATIGRAPHIC EVOLUTION OF INTER-MONTANE BASINS RELATED TO FOREARC TECTONIC SETTINGS USING THE CHILEAN PRE-ANDEAN DEPRESSION OF THE CENTRAL ANDES AS A CASE STUDYÂ,CIENCIAS NATURALES,CIENCIAS EXACTAS,NO APLICA,SIN INFORMACION,PERSONA JURIDICA,FERNANDO MARTINEZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,40000,
ecos190044,36202,REC,PCI,MOVILIDAD - ECOS,PROGRAMA DE COOPERACION CIENTIFICA ECOS,2020,2020,"VOLCAN Y CULTURA DEL DESIERTO DE ATACAMA : EL LLULLAILLACO, ESTUDIO PLURIDISCIPLINARIO Y DIACRONICO DESDE LA GEOLOGIA, LA ARQUEOLOGIA Y LA ETNOHISTORIA.",HUMANIDADES,,NO APLICA,36,PERSONA NATURAL,VALENTINA FIGUEROA,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,9280,
PLU200013,36216,REC,INFORMACION CIENTIFICA,PLU,XII CONCURSO DE ESTUDIOS SOBRE PLURALISMO EN EL SISTEMA INFORMATIVO NACIONAL - 2020,2020,2020,COLUMNAS DE OPINION SOBRE EL ESTALLIDO SOCIAL DE OCTUBRE DE 2019 EN CHILE EN LA PRENSA DIGITAL E IMPRESA DE CARACTER NACIONAL Y DE LA CIUDAD DE ANTOFAGASTA,CIENCIAS SOCIALES,,NO APLICA,12,PERSONA JURIDICA,PAMELA ROMERO LIZAMA,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,11200,
3200049,36231,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,OUT OF EQUILIBRIUM QUANTUM FIELD THEORETIC ASPECTS OF EARLY UNIVERSE COSMOLOGY,CIENCIAS NATURALES,FISICA DE LA MATERIA CONDENSADA,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,SAYANTAN CHOUDHURY,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,84384,
3200232,36272,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,"TRANSITION METAL NITRIDES- AN EMERGING ELECTRODES FOR
 
 NEXT GENERATION SUPERCAPACITORS",INGENIERIA Y TECNOLOGIA,NANOPROCESOS (APLICACIONES A NANOESCALA),INGENIERIA 1,36,PERSONA NATURAL,KIRUTHIGA R,MUJER,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,84384,
3200247,36276,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,PRODUCTION OF EXOTIC HADRONS AND AZIMUTHAL ANISOTROPY OF IDENTIFIED HADRONS IN RELATIVISTIC HEAVY-ION COLLISIONS WITH THE STAR EXPERIMENT AT RHIC,CIENCIAS NATURALES,FISICA DE PARTICULAS Y CAMPOS,"ASTRON.,COSMOL.Y PAR",36,PERSONA NATURAL,VIPUL BAIRATHI,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,84384,
3200370,36306,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,SEABIRDS AS BIOVECTORS IN THE TRANSPORT OF PLASTIC DEBRIS ACROSS ECOSYSTEM BORDERS,CIENCIAS NATURALES,"BIOLOGIA MARINA, LIMNOLOGIA",BIOLOGIA 1,36,PERSONA NATURAL,CLAUDIA FERNANDEZ,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,81384,
3200391,36317,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,"DESIGN OF ANTITUMORAL PT(II), RU(II) AND IR(III) COMPLEXES OF CHIRAL THIOUREA VEGFR-2 INHIBITING LIGANDS: TARGETING MULTIPLE MODE OF ACTION FOR HUMAN CANCERS",CIENCIAS NATURALES,CIENCIAS QUIMICAS,QUIMICA 1,36,PERSONA NATURAL,HARIBABU J,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,84384,
3200626,36381,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,METALâ€“ORGANIC FRAMEWORKS (MOFS) AS SORBENT MATERIALS FOR SUSTAINABLE SOCIETY,CIENCIAS NATURALES,QUIMICA INORGANICA Y NUCLEAR,QUIMICA 1,36,PERSONA NATURAL,KHALED HASSANEIN,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,84384,
3200786,36430,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,LITHIUM-JANUS SIO2 BASED NANOFLUIDS AS HEAT TRANSFER MEDIA FOR SENSIBLE HEAT STORAGE,CIENCIAS NATURALES,NANOMATERIALES (PRODUCCION Y PROPIEDADES),QUIMICA 2,36,PERSONA NATURAL,YANIO MILIAN,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,81384,
3200819,36440,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,TOPOLOGICAL CONJUGACY OF DISCRETE-TIME LINEAR SYSTEMS AND ALMOST-RIEMANNIAN GEOMETRY ON LIE GROUPS.,CIENCIAS NATURALES,MATEMATICAS PURAS,MATEMATICAS,36,PERSONA NATURAL,JOÃƒO NAVARRO,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,57256,
3200836,36452,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,"LESBIANAS Y HOMOSEXUALES EVANGELICOS: UNA RELACION DIFICIL ENTRE RELIGION, SEXO Y GENERO.",CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA SOCIOLOGIA,SOCIOLOGIA CS I,36,PERSONA NATURAL,ZICRI ORELLANA,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,81384,
3201031,36506,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,"OXOCALCOGENUROS DE FORMULA LNCUOCH (LN= Y, LA; CH=S, SE) DOPADOS CON TIERRAS RARAS (SM, EU, GD) COMO MATERIALES MULTIFUNCIONALES PARA DISPOSITIVOS OPTOELECTRONICOS Y/O CELDAS SOLARES DEL TIPO GRAETZEL.",CIENCIAS NATURALES,CIENCIAS QUIMICAS,QUIMICA 1,36,PERSONA NATURAL,DARIO ESPINOZA,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,81384,
3201074,36514,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,TRANSPORT OF RAFTING BIOTA ON PLASTIC LITTER IN THE SOUTH-EASTERN PACIFIC,CIENCIAS NATURALES,"BIOLOGIA MARINA, LIMNOLOGIA",BIOLOGIA 1,36,PERSONA NATURAL,SABINE RECH,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,84384,
1200170,36590,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,ACTIVE FAULTS OR WEAKNESS ZONES IN THE NORTHERN CHILE FOREARC? UNDERSTANDING THE COMPETITION BETWEEN SUBDUCTION EARTHQUAKE CYCLE AND UPPER PLATE FAULT REACTIVATION IN SUBDUCTION ZONES,CIENCIAS NATURALES,GEOLOGIA,CS. DE LA TIERRA,48,PERSONA NATURAL,GABRIEL GONZALEZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,161959,
1200275,36628,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,CLIMA URBANO Y MEDIO CONSTRUIDO. CUANTIFICACION MULTI-TEMPORAL DEL EFECTO DE LA ISLA DE CALOR Y DE LA FORMA URBANA SOBRE LAS DEMANDAS DE CALEFACCION Y REFRIGERACION DE EDIFICIOS EN CHILE.,CIENCIAS SOCIALES,INGENIERIA ARQUITECTONICA,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,MASSIMO PALME,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,171360,
1200343,36650,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,CONTRIBUCION DE LOS PROGRAMAS E INSTRUMENTOS DE AYUDA ESTUDIANTIL A LA REDUCCION DE LAS BRECHAS DE INEQUIDAD EN LAS TRAYECTORIAS ACADEMICAS DE ESTUDIANTES DE UNIVERSIDADES CHILENAS PUBLICAS Y PRIVADAS,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA EDUCACION,EDUCACION,48,PERSONA NATURAL,OSCAR ESPINOZA,HOMBRE,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,NORTE,15. ARICA Y PARINACOTA,124356,
1200390,36664,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,INTEGRATED GEOCHEMICAL AND MICROBIOLOGICAL ASSESSMENT OF DUST AND SOIL IN INDUSTRIAL SETTINGS OF CHILE: CHARACTERIZATION OF BASELINE CONDITIONS AND ANALYSIS OF CONTAMINANT MOBILITY IN HIGHLY CONTRASTING ENVIRONMENTS,CIENCIAS NATURALES,CIENCIAS DEL MEDIO AMBIENTE,CS. DE LA TIERRA,48,PERSONA NATURAL,JORGE VALDES,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,161766,
1200423,36672,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,HOLOCENE CLIMATIC VARIATIONS AND ENVIRONMENTAL CONDITIONS PROMOTING HIGH METALS CONCENTRATIONS IN ATACAMA DESERT: USE OF BIOGEOCHEMICAL PROXIES ON LACUSTRINE SEDIMENTS,CIENCIAS NATURALES,GEOCIENCIAS,CS. DE LA TIERRA,48,PERSONA NATURAL,ADRIANA ARANGUIZ,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,15. ARICA Y PARINACOTA,255894,
1200457,36681,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"""INMIGRANTES ITALIANOS EN UNA REGION EN CONFLICTO: TACNA-ARICA (1880-1929).""",HUMANIDADES,HISTORIA DE CHILE,HISTORIA,48,PERSONA NATURAL,ALFONSO DIAZ,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,105102,
1200610,36730,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,HYPOTENSIVE AND ANTIHYPERTENSIVE EFFECTS OF BIOACTIVE MOLECULES ISOLATED OR MODIFIED FROM ENDEMIC MEDICINAL PLANTS FROM THE NORTHERN REGION OF CHILE,CIENCIAS NATURALES,QUIMICA MEDICA,QUIMICA 1,48,PERSONA NATURAL,CLEMENTE PALACIOS,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,141272,
1200633,36735,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,REDES Y PATRONES EN LA CREACION DE CONOCIMIENTO EN CIENCIAS SOCIALES Y HUMANIDADES EN LAS UNIVERSIDADES LATINOAMERICANAS: UNA PERSPECTIVA GEOPOLITICA.,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA EDUCACION,EDUCACION,48,PERSONA NATURAL,CAROLINA GUZMAN,MUJER,UNIVERSIDAD DE CHILE,NORTE,15. ARICA Y PARINACOTA,166923,
1200656,36744,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,EMERGING FUNCTION OF ACETYLCHOLINE IN BREAST CARCINOGENESIS: A NOVEL ROLE IN THE ESTROGEN SIGNALING,CIENCIAS NATURALES,OTROS TEMAS DE MEDICINA BASICA,BIOLOGIA 3,48,PERSONA NATURAL,GLORIA CALAF,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,180068,
1200681,36751,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"VARIABILIDAD CLIMATICA, MERCADO DEL AGUA Y CAMBIOS DE USOS DEL SUELO EN LOS VALLES AGRICOLAS DEL NORTE DE CHILE",CIENCIAS SOCIALES,GEOGRAFIA FISICA,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,OLIVER MESEGUER,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,110059,
1200785,36772,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,EVOLUCION EN INDICADORES DE RECUPERACION EN PACIENTES CON ESQUIZOFRENIA: UN ESTUDIO LONGITUDINAL,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA PSICOLOGIA,SICOLOGIA,48,PERSONA NATURAL,ALEJANDRA CAQUEO,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,147527,
1200838,36788,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"DEVELOPMENT OF NEW AG-SNO2-ZNO MATERIALS FOR ELECTRICAL
 
 CONTACT APPLICATIONS BY MECHANICAL ALLOYING, HOT
 
 MECHANOCHEMICAL PROCESSING AND HOT PRESSING.",INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES,INGENIERIA 1,48,PERSONA NATURAL,DANNY GUZMAN,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,149156,
1201054,36848,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"MIGRACIONES Y ZONA FRANCA: EMPRESARIOS, COMERCIANTES Y TRABAJADORES EXTRANJEROS EN LA HISTORIA DE ZOFRI DESDE 1975 HASTA HOY",CIENCIAS SOCIALES,HISTORIA DE CHILE,SOCIOLOGIA CS I,48,PERSONA NATURAL,MARCELA TAPIA,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,151911,
1201084,36855,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,LA CONSTRUCCION DE LA IDENTIDAD PROFESIONAL DOCENTE EN LA FORMACION INICIAL: UN ESTUDIO MIXTO EN ESTUDIANTES DE PEDAGOGIA,CIENCIAS SOCIALES,EDUCACION GENERAL,EDUCACION,48,PERSONA NATURAL,DAVID CUADRA,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,80898,
1201223,36885,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"OBSERVING THE TRANSIENT UNIVERSE: GRAVITATIONAL WAVES, KILONOVAE, AND SUPERNOVAE IN THE 2020S",CIENCIAS NATURALES,ASTRONOMIA,"ASTRON.,COSMOL.Y PAR",48,PERSONA NATURAL,FELIPE OLIVARES,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,129016,
1201314,36908,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,SIMULTANEOUS REMOVAL OF CONTAMINANTS OF EMERGING CONCERN AND INORGANIC ARSENIC PRESENT IN NATURAL WATERS BY SOLAR ADVANCED OXIDATION PROCESSES: LABORATORY AND PILOT SCALE STUDIES,INGENIERIA Y TECNOLOGIA,CIENCIAS DEL MEDIO AMBIENTE,INGENIERIA 3,48,PERSONA NATURAL,LORENA CORNEJO,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,181989,
1201490,36962,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,UNVEILING THE HIDDEN GALACTIC PLANE: A NEAR-INFRARED VIEW OF THE STELLAR POPULATIONS AND THE STAR CLUSTERS AT LOW-GALACTIC LATITUDES,CIENCIAS NATURALES,ASTRONOMIA,"ASTRON.,COSMOL.Y PAR",48,PERSONA NATURAL,JAVIER ALONSO,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,177101,
1201517,36971,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,MUJERES EN LAS ALTAS JERARQUIAS UNIVERSITARIAS: PERCEPCIONES DE SU TRAYECTORIA Y EXPERIENCIA ACADEMICA A PARTIR DE SUS PROPIAS VOCES,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA EDUCACION,EDUCACION,48,PERSONA NATURAL,CARMEN ARANEDA,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,86816,
1201527,36973,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"DIMENSIONES SOCIOECOLOGICAS DE LOS BOFEDALES EN EL NORTE DE CHILE: MANEJO LOCAL, VARIABILIDAD CLIMATICA Y EXTRACTIVISMO",CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA GEOGRAFIA ECONOMICA Y SOCIAL,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,MANUEL PRIETO,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,15. ARICA Y PARINACOTA,178172,
1201603,36992,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,PAISAJES MINEROS PREHISPANICOS EN EL DESIERTO DE ATACAMA: HACIA UN ESTUDIO DEL USO DE LOS MINERALES DE COBRE Y SU VINCULACION CON LA PRODUCCION DE TECNOLOGIAS RITUALES,CIENCIAS SOCIALES,ARQUEOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,VALENTINA FIGUEROA,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,166367,
1201687,37021,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"CAMELIDOS EN LAS TIERRAS BAJAS DEL DESIERTO DE ATACAMA: PRODUCCION, DISTRIBUCION Y CONSUMO DE PRODUCTOS PRIMARIOS, SECUNDARIOS E IMAGENES A TRAVES DEL TIEMPO",CIENCIAS SOCIALES,ANTROPOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,DANIELA VALENZUELA,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,150092,
1201786,37043,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"RECONSTRUCTING MOBILITY, SETTLEMENT, TECHNOLOGY AND ECOSYSTEM SERVICES-USE IN THE ATACAMA DESERT BY THE END OF THE PLEISTOCENE",CIENCIAS SOCIALES,ARQUEOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,CALOGERO SANTORO,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,193287,
1201885,37067,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,HEAT SHOCK-INDUCED INTRACELLULAR AGGLOMERATIONS IN ARABIDOPSIS THALIANA: IMPLICATIONS FOR PLANT ENDOSOMAL TRAFFICKING AND RESPONSES TO ABIOTIC STRESSES.,CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,48,PERSONA NATURAL,RICARDO TEJOS,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,251835,
PAI77200065,37101,REC,PAI,SIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2020,2020,2020,NUEVOS MATERIALES BASADOS EN BIOPOLIMEROS PARA LA REMEDICION DE RECURSOS HIDRICOS. FORTALECIENDO LINEAS MEDIOAMBIENTALES Y ENERGETICAS DE LA UNIVERSIDAD DE ATACAMA,CIENCIAS NATURALES,CIENCIAS QUIMICAS,NO APLICA,36,persona jurIdica,DIEGO PATRICIO OYARZUN JEREZ,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,198000,
PAI77200092,37106,REC,PAI,SIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2020,2020,2020,FORTALECIMIENTO DEL AREA DE FISICA DE ALTAS ENERGIAS E IMPULSO DE FUTURO DOCTORADO EN CIENCIAS MENCION FISICA EN LA UNIVERSIDAD DE TARAPACA MEDIANTE LA INSTALACION DE ACADEMICO INVESTIGADOR CON ESPECIALIZACION EN FISICA DE PARTICULAS ELEMENTALES.,CIENCIAS NATURALES,CIENCIAS FISICAS,NO APLICA,36,persona jurIdica,NICOLAS ANDRES NEILL HERRERA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,15. ARICA Y PARINACOTA,196680,
PAI77200097,37107,REC,PAI,SIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2020,2020,2020,"FORTALECIMIENTO DEL AREA DE FISICA DE LA FACULTAD DE CIENCIAS DE UNAP: GRAVEDAD, HOLOGRAFIA E
 
 INFORMACION CUANTICA",CIENCIAS NATURALES,CIENCIAS FISICAS,NO APLICA,36,persona jurIdica,IGNACIO JESUS ARAYA QUEZADA,HOMBRE,UNIVERSIDAD ARTURO PRAT,NORTE,01. TARAPACA,186230,
c106f-970003,37126,REC,ASTRONOMIA,Tiempo de Telescopio APEX,PROPUESTAS DE OBSERVACION ASTRONOMICA PARA TIEMPO CHILENO EN EL TELESCOPIO APEX SEMESTRE 2020-B,2020,2020,MAPPING THE [18O/17O] ISOTOPE ABUNDANCE RATIO IN THE GALACTIC CENTER.,CIENCIAS NATURALES,,NO APLICA,6,PERSONA NATURAL,PABLO GARCIA FUENTES,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,NORTE,02. ANTOFAGASTA,,NO ENTREGA RECURSOS MONETARIOS
c106f-970012,37133,REC,ASTRONOMIA,Tiempo de Telescopio APEX,PROPUESTAS DE OBSERVACION ASTRONOMICA PARA TIEMPO CHILENO EN EL TELESCOPIO APEX SEMESTRE 2020-B,2020,2020,ROSETTE NEBULA GLOBULETTES,CIENCIAS NATURALES,,NO APLICA,6,PERSONA NATURAL,LAURI HAIKALA,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,,NO ENTREGA RECURSOS MONETARIOS
CL_2020B_008,37141,REC,ASTRONOMIA,Tiempo de Telescopio Gemini Sur,"PROPUESTAS DE OBSERVACION ASTRONOMICA PARA TIEMPO CHILENO EN EL TELESCOPIO GEMINI SUR, SEMESTRE 2020-B",2020,2020,GSAOI IMAGING OF ROSETTE GLOBULETTES,CIENCIAS NATURALES,,NO APLICA,6,PERSONA NATURAL,LAURI HIAKALA,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,,NO ENTREGA RECURSOS MONETARIOS
CL_2021A_008,37153,REC,ASTRONOMIA,Tiempo de Telescopio Gemini Sur,TIEMPO TELESCOPIO GEMINI SUR 2021 A,2020,2020,PROBING AGN OUTFLOW MORPHOLOGIES AND ENERGETICS AT THE RADIO GALAXY PKS 0521-365,CIENCIAS NATURALES,,NO APLICA,6,PERSONA JURIDICA,GUILHERME COUTO,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,,NO ENTREGA RECURSOS MONETARIOS
CL_2021A_016,37158,REC,ASTRONOMIA,Tiempo de Telescopio Gemini Sur,TIEMPO TELESCOPIO GEMINI SUR 2021 A,2020,2020,THE BALANCE BETWEEN ACTIVE NUCLEUS AND STAR-FORMING IONIZATION IN THE GALAXY HATLAS J085828,CIENCIAS NATURALES,,NO APLICA,6,PERSONA JURIDICA,GUILHERME COUTO,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,,NO ENTREGA RECURSOS MONETARIOS
CL_2021A_019,37161,REC,ASTRONOMIA,Tiempo de Telescopio Gemini Sur,TIEMPO TELESCOPIO GEMINI SUR 2021 A,2020,2020,WEIGHING THE HEAVILY OBSCURED GLOBULAR CLUSTER UKS 1 WITH IGRINS,CIENCIAS NATURALES,,NO APLICA,6,PERSONA JURIDICA,JOSE G. FERNANDEZ-TRINCADO,HOMBRE,UNIVERSIDAD DE ATACAMA,NORTE,03. ATACAMA,,NO ENTREGA RECURSOS MONETARIOS
VIU19E0075,37174,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 2,NOVENO CONCURSO VIU - ETAPA 2,2021,2020,MESA TRANSFORMABLE COLABORATIVA PARA FOMENTAR EL APRENDIZAJE KINESTESICO.,CIENCIAS SOCIALES,EDUCACION Y CIENCIAS SOCIALES,NO APLICA,12,PERSONA JURIDICA,JUAN GONZALEZ SEPULVEDA,HOMBRE,UNIVERSIDAD DEL BIO-BIO,NORTE,02. ANTOFAGASTA,24000,
VIU19E0087,37176,INVESTIGACION APLICADA,FONDEF,VIU - Etapa 2,NOVENO CONCURSO VIU - ETAPA 2,2021,2020,INFARTGEN: KIT PARA LA PREDICCION DE INFARTO AGUDO DEL MIOCARDIO A TRAVES DE UNA PLATAFORMA DE BASE GENETICA PERSONALIZADA.,CIENCIAS MEDICAS Y DE LA SALUD,SALUD,NO APLICA,12,PERSONA JURIDICA,PAOLA LAGOS MUÃ‘OZ,MUJER,UNIVERSIDAD DE CONCEPCION,NORTE,03. ATACAMA,24000,
VIU20P0029,37193,INVESTIGACION APLICADA,FONDEF,VIU - Una Etapa,X CONCURSO DE VALORIZACION DE LA INVESTIGACION EN LA UNIVERSIDAD 2020,2021,2020,MB THERMOSYSTEMS: MOLECULAR BRICKS FOR THERMOZYMES EXPRESSION,MULTIDISCIPLINARIO,,NO APLICA,12,PERSONA JURIDICA,MAYRA CAYO TORREJON,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,02. ANTOFAGASTA,30000,